,fips,No. of clinics per 1000 women with demand
2119,39155,0.0954
2120,39157,0.1032
2121,39159,0.2660
2122,39161,0.3333
2123,39163,0.7874
2124,39165,0.1205
2125,39167,#VALUE!
2126,39169,0.0765
2127,39171,0.5650
2128,39173,0.1097
2129,39175,0.4739
2130,40001,1.6949
2131,40003,2.2727
2132,40005,1.5267
2133,40007,3.9216
2134,40009,0.8439
2135,40011,2.2222
2136,40013,0.3559
2137,40015,1.4599
2138,40017,0.2332
2139,40019,0.5376
2140,40021,0.9174
2141,40023,2.0690
2142,40025,#VALUE!
2143,40027,0.2259
2144,40029,3.5088
2145,40031,0.2530
2146,40033,1.6949
2147,40035,1.5385
2148,40037,0.5155
2149,40039,0.9756
2150,40041,0.5391
2151,40043,#VALUE!
2152,40045,#VALUE!
2153,40047,0.2821
2154,40049,1.0601
2155,40051,0.1618
2156,40053,5.1282
2157,40055,2.1277
2158,40057,4.0000
2159,40059,6.0606
2160,40061,2.5000
2161,40063,1.7094
2162,40065,0.3226
2163,40067,1.8519
2164,40069,2.5862
2165,40071,1.2346
2166,40073,0.6369
2167,40075,1.1905
2168,40077,1.8349
2169,40079,0.9276
2170,40081,0.2667
2171,40083,0.3643
2172,40085,0.9709
2173,40087,1.4085
2174,40089,0.6803
2175,40091,0.4866
2176,40093,0.6897
2177,40095,1.4881
2178,40097,2.9070
2179,40099,0.7246
2180,40101,0.4860
2181,40103,0.9346
2182,40105,1.9608
2183,40107,1.8519
2184,40109,0.1353
2185,40111,1.1390
2186,40113,1.6563
2187,40115,0.8451
2188,40117,1.7544
2189,40119,0.2222
2190,40121,0.6652
2191,40123,0.8097
2192,40125,0.4338
2193,40127,2.0619
2194,40129,#VALUE!
2195,40131,0.2860
2196,40133,1.9608
2197,40135,0.6522
2198,40137,0.2096
2199,40139,0.4132
2200,40141,1.4925
2201,40143,0.1086
2202,40145,0.4499
2203,40147,0.6897
2204,40149,#VALUE!
2205,40151,0.9615
2206,40153,0.4425
2207,41001,0.7634
2208,41003,0.3663
2209,41005,0.2540
2210,41007,0.4831
2211,41009,0.7394
2212,41011,0.9646
2213,41013,1.3953
2214,41015,1.7341
2215,41017,0.6391
2216,41019,1.0466
2217,41021,#VALUE!
2218,41023,1.8182
2219,41025,1.5152
2220,41027,1.1450
2221,41029,0.7950
2222,41031,1.3953
2223,41033,0.6219
2224,41035,0.8487
2225,41037,4.9180
2226,41039,0.2552
2227,41041,1.6667
2228,41043,0.1414
2229,41045,1.3423
2230,41047,0.1707
2231,41049,2.5000
2232,41051,0.3386
2233,41053,0.3791
2234,41055,#VALUE!
2235,41057,1.8265
2236,41059,0.4779
2237,41061,0.6494
2238,41063,3.6364
2239,41065,0.7117
2240,41067,0.1144
2241,41069,12.5000
2242,41071,0.3962
2243,42001,0.1795
2244,42003,0.2723
2245,42005,0.1527
2246,42007,0.2245
2247,42009,0.6865
2248,42011,0.1431
2249,42013,0.1484
2250,42015,0.1631
2251,42017,0.0724
2252,42019,0.2435
2253,42021,0.2137
2254,42023,2.5641
2255,42025,#VALUE!
2256,42027,0.0407
2257,42029,0.0663
2258,42031,0.6623
2259,42033,0.3871
2260,42035,#VALUE!
2261,42037,0.1121
2262,42039,0.2103
2263,42041,0.0999
2264,42043,0.0891
2265,42045,0.1128
2266,42047,0.3802
2267,42049,0.1817
2268,42051,0.3674
2269,42053,#VALUE!
2270,42055,0.3480
2271,42057,1.4599
2272,42059,1.3587
2273,42061,0.2217
2274,42063,0.2775
2275,42065,0.2375
2276,42067,#VALUE!
2277,42069,0.2460
2278,42071,0.1235
2279,42073,0.2157
2280,42075,0.1921
2281,42077,0.1132
2282,42079,0.1996
2283,42081,0.0760
2284,42083,#VALUE!
2285,42085,0.9992
2286,42087,0.4211
2287,42089,0.1031
2288,42091,0.0722
2289,42093,#VALUE!
2290,42095,0.0570
2291,42097,0.1056
2292,42099,#VALUE!
2293,42101,0.3176
2294,42103,#VALUE!
2295,42105,#VALUE!
2296,42107,0.1400
2297,42109,0.2075
2298,42111,0.1427
2299,42113,#VALUE!
2300,42115,0.8403
2301,42117,1.4151
2302,42119,0.2033
2303,42121,0.1938
2304,42123,0.2625
2305,42125,0.3106
2306,42127,0.9615
2307,42129,0.1109
2308,42131,1.0204
2309,42133,0.1565
2310,44001,#VALUE!
2311,44003,0.4246
2312,44005,0.1075
2313,44007,0.3036
2314,44009,0.2656
2315,45001,0.7435
2316,45003,0.2592
2317,45005,2.5000
2318,45007,0.0884
2319,45009,1.2739
2320,45011,1.3100
2321,45013,0.1605
2322,45015,0.1489
2323,45017,1.3333
2324,45019,0.1660
2325,45021,0.2894
2326,45023,0.5525
2327,45025,1.0395
2328,45027,0.9404
2329,45029,0.5208
2330,45031,0.6297
2331,45033,0.2899
2332,45035,0.1532
2333,45037,0.3953
2334,45039,2.8226
2335,45041,0.4497
2336,45043,1.0292
2337,45045,0.0796
2338,45047,0.5624
2339,45049,1.0050
2340,45051,0.2856
2341,45053,1.2903
2342,45055,0.5587
2343,45057,0.1017
2344,45059,0.2564
2345,45061,1.7857
2346,45063,0.1723
2347,45065,0.5797
2348,45067,1.7986
2349,45069,5.1724
2350,45071,0.7177
2351,45073,0.1323
2352,45075,0.6481
2353,45077,0.1840
2354,45079,0.1928
2355,45081,1.4563
2356,45083,0.1871
2357,45085,0.3771
2358,45087,0.3279
2359,45089,0.9404
2360,45091,0.1235
2361,46003,8.6957
2362,46005,1.0929
2363,46007,5.1282
2364,46009,2.2222
2365,46011,0.1776
2366,46013,0.4292
2367,46015,4.1667
2368,46017,8.6957
2369,46019,#VALUE!
2370,46021,#VALUE!
2371,46023,2.2989
2372,46025,#VALUE!
2373,46027,0.3745
2374,46029,0.3195
2375,46031,6.9767
2376,46033,1.5385
2377,46035,0.4505
2378,46037,#VALUE!
2379,46039,#VALUE!
2380,46041,8.0645
2381,46043,4.3478
2382,46045,#VALUE!
2383,46047,1.9608
2384,46049,#VALUE!
2385,46051,1.6667
2386,46053,3.3333
2387,46055,6.6667
2388,46057,1.8519
2389,46059,4.0000
2390,46061,#VALUE!
2391,46063,#VALUE!
2392,46065,0.9901
2393,46067,#VALUE!
2394,46069,9.0909
2395,46071,5.8824
2396,46073,14.2857
2397,46075,12.5000
2398,46077,4.6512
2399,46079,0.9091
2400,46081,0.3378
2401,46083,0.2874
2402,46085,5.2632
2403,46087,#VALUE!
2404,46089,#VALUE!
2405,46091,#VALUE!
2406,46093,0.6309
2407,46095,4.7619
2408,46097,16.6667
2409,46099,0.2119
2410,46101,3.5088
2411,46103,0.4930
2412,46105,8.0000
2413,46107,5.8824
2414,46109,2.0833
2415,46111,5.2632
2416,46113,#VALUE!
2417,46115,1.6949
2418,46117,3.7037
2419,46119,7.6923
2420,46121,0.8475
2421,46123,2.1277
2422,46125,#VALUE!
2423,46127,1.2658
2424,46129,2.0833
2425,46135,0.4329
2426,46137,3.2258
2427,47001,0.2475
2428,47003,0.1792
2429,47005,0.7299
2430,47007,1.7094
2431,47009,0.2141
2432,47011,0.1582
2433,47013,0.7042
2434,47015,1.3423
2435,47017,0.3623
2436,47019,0.5000
2437,47021,0.2237
2438,47023,0.8584
2439,47025,0.8902
2440,47027,3.0303
2441,47029,1.6216
2442,47031,0.3273
2443,47033,0.6289
2444,47035,0.3906
2445,47037,0.1600
2446,47039,0.9615
2447,47041,1.0582
2448,47043,0.3367
2449,47045,0.2268
2450,47047,0.4914
2451,47049,1.2270
2452,47051,0.2075
2453,47053,0.5780
2454,47055,0.3436
2455,47057,1.7467
2456,47059,0.2809
2457,47061,2.3438
2458,47063,0.2911
2459,47065,0.2439
2460,47067,3.1746
2461,47069,0.9009
2462,47071,2.1097
2463,47073,1.1905
2464,47075,1.0417
2465,47077,0.3509
2466,47079,0.3205
2467,47081,0.7843
2468,47083,1.3158
2469,47085,0.5814
2470,47087,1.8018
2471,47089,0.5146
2472,47091,1.4388
2473,47093,0.1653
2474,47095,6.1224
2475,47097,0.7353
2476,47099,0.2123
2477,47101,1.7857
2478,47103,0.3145
2479,47105,0.4211
2480,47107,0.7220
2481,47109,0.0806
2482,47111,0.3322
2483,47113,0.5405
2484,47115,0.1847
2485,47117,0.3478
2486,47119,0.8097
2487,47121,1.8018
2488,47123,1.3986
2489,47125,0.0688
2490,47127,1.5873
2491,47129,0.9804
2492,47131,0.3012
2493,47133,0.8734
2494,47135,2.7778
2495,47137,4.8780
2496,47139,1.7544
2497,47141,0.2068
2498,47143,0.5682
2499,47145,0.1938
2500,47147,0.1248
2501,47149,0.0899
2502,47151,2.6316
2503,47153,0.6579
2504,47155,0.0950
2505,47157,0.1976
2506,47159,0.9479
2507,47161,1.6667
2508,47163,0.2427
2509,47165,0.2374
2510,47167,0.1362
2511,47169,2.1505
2512,47171,1.1561
2513,47173,0.9709
2514,47175,4.0816
2515,47177,0.4566
2516,47179,0.2474
2517,47181,1.4388
2518,47183,0.6897
2519,47185,0.7874
2520,47187,0.1231
2521,47189,0.0651
2522,48001,#VALUE!
2523,48003,0.4630
2524,48005,#VALUE!
2525,48007,0.4348
2526,48009,#VALUE!
2527,48011,#VALUE!
2528,48013,0.3503
2529,48015,2.5559
2530,48017,1.3889
2531,48019,#VALUE!
2532,48021,0.2262
2533,48023,#VALUE!
2534,48025,0.6601
2535,48027,0.1046
2536,48029,0.1033
2537,48031,#VALUE!
2538,48033,#VALUE!
2539,48035,#VALUE!
2540,48037,0.3728
2541,48039,0.1132
2542,48041,0.0762
2543,48043,2.1277
2544,48045,#VALUE!
2545,48047,1.4706
2546,48049,0.4695
2547,48051,1.1173
2548,48053,0.2326
2549,48055,0.5917
2550,48057,#VALUE!
2551,48059,2.1277
2552,48061,0.1751
2553,48063,#VALUE!
2554,48065,#VALUE!
2555,48067,0.3509
2556,48069,#VALUE!
2557,48071,0.6110
2558,48073,0.3610
2559,48075,#VALUE!
2560,48077,#VALUE!
2561,48079,#VALUE!
2562,48081,#VALUE!
2563,48083,#VALUE!
2564,48085,0.0495
2565,48087,#VALUE!
2566,48089,#VALUE!
2567,48091,0.0700
2568,48093,0.8475
2569,48095,4.7619
2570,48097,#VALUE!
2571,48099,#VALUE!
2572,48101,#VALUE!
2573,48103,#VALUE!
2574,48105,#VALUE!
2575,48107,#VALUE!
2576,48109,#VALUE!
2577,48111,#VALUE!
2578,48113,0.0869
2579,48115,1.5152
2580,48117,0.5556
2581,48119,0.4608
2582,48121,2.1739
2583,48123,0.0797
2584,48125,7.6923
2585,48127,1.7391
2586,48129,#VALUE!
2587,48131,#VALUE!
2588,48133,#VALUE!
2589,48135,0.0482
2590,48137,#VALUE!
2591,48139,0.1467
2592,48141,0.0970
2593,48143,0.1555
2594,48145,#VALUE!
2595,48147,0.3367
2596,48149,0.4587
2597,48151,#VALUE!
2598,48153,#VALUE!
2599,48155,#VALUE!
2600,48157,0.1485
2601,48159,#VALUE!
2602,48161,#VALUE!
2603,48163,1.1976
2604,48165,0.4274
2605,48167,0.1248
2606,48169,#VALUE!
2607,48171,0.4464
2608,48173,#VALUE!
2609,48175,1.3889
2610,48177,0.4831
2611,48179,#VALUE!
2612,48181,0.0694
2613,48183,0.5323
2614,48185,0.4065
2615,48187,0.0530
2616,48189,0.5208
2617,48191,#VALUE!
2618,48193,#VALUE!
2619,48195,#VALUE!
2620,48197,#VALUE!
2621,48199,0.1572
2622,48201,0.0764
2623,48203,0.1311
2624,48205,#VALUE!
2625,48207,#VALUE!
2626,48209,0.0968
2627,48211,#VALUE!
2628,48213,#VALUE!
2629,48215,0.1384
2630,48217,#VALUE!
2631,48219,0.3509
2632,48221,#VALUE!
2633,48223,#VALUE!
2634,48225,#VALUE!
2635,48227,0.2584
2636,48229,3.8462
2637,48231,0.0927
2638,48233,#VALUE!
2639,48235,#VALUE!
2640,48237,#VALUE!
2641,48239,#VALUE!
2642,48241,0.8696
2643,48243,#VALUE!
2644,48245,0.1317
2645,48247,#VALUE!
2646,48249,0.2110
2647,48251,#VALUE!
2648,48253,#VALUE!
2649,48255,0.7937
2650,48257,0.1387
2651,48259,#VALUE!
2652,48261,#VALUE!
2653,48263,#VALUE!
2654,48265,#VALUE!
2655,48267,2.8571
2656,48269,#VALUE!
2657,48271,#VALUE!
2658,48273,0.8715
2659,48275,#VALUE!
2660,48277,2.8986
2661,48279,0.3578
2662,48281,#VALUE!
2663,48283,#VALUE!
2664,48285,#VALUE!
2665,48287,0.6061
2666,48289,0.6711
2667,48291,0.0962
2668,48293,0.9132
2669,48295,#VALUE!
2670,48297,0.9901
2671,48299,#VALUE!
2672,48301,#VALUE!
2673,48303,0.2230
2674,48305,3.5714
2675,48307,0.8130
2676,48309,1.2048
2677,48311,#VALUE!
2678,48313,3.2258
2679,48315,0.2421
2680,48317,0.2874
2681,48319,1.3699
2682,48321,0.5060
2683,48323,14.2857
2684,48325,0.3953
2685,48327,6.6667
2686,48329,0.1381
2687,48331,#VALUE!
2688,48333,#VALUE!
2689,48335,#VALUE!
2690,48337,#VALUE!
2691,48339,0.0603
2692,48341,#VALUE!
2693,48343,#VALUE!
2694,48345,#VALUE!
2695,48347,0.1018
2696,48349,#VALUE!
2697,48351,0.7299
2698,48353,0.6329
2699,48355,0.1506
2700,48357,#VALUE!
2701,48359,#VALUE!
2702,48361,0.2035
2703,48363,#VALUE!
2704,48365,#VALUE!
2705,48367,#VALUE!
2706,48369,#VALUE!
2707,48371,1.3333
2708,48373,#VALUE!
2709,48375,0.3501
2710,48377,3.0303
2711,48379,#VALUE!
2712,48381,0.1157
2713,48383,#VALUE!
2714,48385,7.1429
2715,48387,#VALUE!
2716,48389,0.7353
2717,48391,#VALUE!
2718,48393,#VALUE!
2719,48395,1.0929
2720,48397,#VALUE!
2721,48399,#VALUE!
2722,48401,0.3676
2723,48403,#VALUE!
2724,48405,#VALUE!
2725,48407,0.3984
2726,48409,0.5096
2727,48411,#VALUE!
2728,48413,#VALUE!
2729,48415,0.5495
2730,48417,3.0303
2731,48419,0.7576
2732,48421,#VALUE!
2733,48423,0.1418
2734,48425,#VALUE!
2735,48427,#VALUE!
2736,48429,1.2048
2737,48431,#VALUE!
2738,48433,#VALUE!
2739,48435,#VALUE!
2740,48437,#VALUE!
2741,48439,0.0222
2742,48441,0.1048
2743,48443,#VALUE!
2744,48445,0.8475
2745,48447,#VALUE!
2746,48449,0.2618
2747,48451,0.1304
2748,48453,0.1157
2749,48455,#VALUE!
2750,48457,#VALUE!
2751,48459,0.2294
2752,48461,#VALUE!
2753,48463,0.3106
2754,48465,0.3478
2755,48467,#VALUE!
2756,48469,#VALUE!
2757,48471,#VALUE!
2758,48473,0.4110
2759,48475,#VALUE!
2760,48477,#VALUE!
2761,48479,0.1130
2762,48481,#VALUE!
2763,48483,#VALUE!
2764,48485,0.1908
2765,48487,#VALUE!
2766,48489,0.4329
2767,48491,0.0577
2768,48493,0.1919
2769,48495,#VALUE!
2770,48497,#VALUE!
2771,48499,#VALUE!
2772,48501,1.1236
2773,48503,#VALUE!
2774,48505,0.5682
2775,48507,0.7634
2776,49001,#VALUE!
2777,49003,0.6309
2778,49005,0.1520
2779,49007,1.6736
2780,49009,#VALUE!
2781,49011,0.0218
2782,49013,#VALUE!
2783,49015,1.9048
2784,49017,9.3023
2785,49019,3.0000
2786,49021,0.4219
2787,49023,0.7576
2788,49025,1.5385
2789,49027,1.6807
2790,49029,#VALUE!
2791,49031,#VALUE!
2792,49033,4.3478
2793,49035,0.0945
2794,49037,3.2432
2795,49039,1.6620
2796,49041,0.4608
2797,49043,0.6682
2798,49045,0.1183
2799,49047,0.4338
2800,49049,0.0541
2801,49051,0.5464
2802,49053,0.3915
2803,49055,4.3478
2804,49057,0.1508
2805,50001,0.9804
2806,50003,0.5319
2807,50005,1.6287
2808,50007,0.2926
2809,50009,3.6364
2810,50011,1.0453
2811,50013,1.4706
2812,50015,1.0563
2813,50017,1.3514
2814,50019,0.3922
2815,50021,0.9662
2816,50023,0.6154
2817,50025,0.7194
2818,50027,1.4388
2819,51001,1.3289
2820,51003,0.0750
2821,51510,0.2304
2822,51005,1.4286
2823,51007,2.3077
2824,51009,0.5747
2825,51011,0.5952
2826,51013,0.0248
2827,51015,#VALUE!
2828,51017,2.7027
2829,51019,0.2587
2830,51515,#VALUE!
2831,51021,3.9216
2832,51023,0.3205
2833,51520,1.5544
2834,51025,1.4085
2835,51027,2.0833
2836,51029,1.2739
2837,51530,1.2195
2838,51031,0.1592
2839,51033,0.5682
2840,51035,0.7663
2841,51036,2.9851
2842,51037,2.7523
2843,51540,0.2191
2844,51550,0.0651
2845,51041,0.0473
2846,51043,0.7299
2847,51570,0.4854
2848,51580,1.8182
2849,51045,2.0000
2850,51047,0.1786
2851,51049,2.0408
2852,51590,0.4167
2853,51051,1.3072
2854,51053,0.6192
2855,51595,3.1250
2856,51057,0.8929
2857,51059,#VALUE!
2858,51600,#VALUE!
2859,51610,0.5952
2860,51061,0.1342
2861,51063,1.3245
2862,51065,0.3155
2863,51067,0.3578
2864,51620,2.1978
2865,51069,0.1049
2866,51630,0.3802
2867,51640,1.4493
2868,51071,0.5714
2869,51073,0.2551
2870,51075,0.4673
2871,51077,0.7813
2872,51079,0.4785
2873,51081,#VALUE!
2874,51083,0.3106
2875,51650,0.2122
2876,51085,0.0889
2877,51660,0.1835
2878,51087,0.0466
2879,51089,0.1984
2880,51091,13.3333
2881,51670,0.3425
2882,51093,0.2632
2883,51095,#VALUE!
2884,51097,1.6667
2885,51099,0.3546
2886,51101,1.0695
2887,51103,1.2821
2888,51105,2.3923
2889,51678,2.0408
2890,51107,0.0402
2891,51109,0.6006
2892,51111,1.9608
2893,51680,0.1430
2894,51113,0.8000
2895,51683,0.3578
2896,51685,#VALUE!
2897,51690,2.0833
2898,51115,2.8169
2899,51117,0.7463
2900,51119,1.2658
2901,51121,0.1256
2902,51125,1.5038
2903,51127,0.4587
2904,51700,0.1895
2905,51710,0.1366
2906,51131,2.9412
2907,51133,1.1905
2908,51720,#VALUE!
2909,51135,0.7692
2910,51137,0.2890
2911,51139,0.4367
2912,51141,0.7042
2913,51730,0.7059
2914,51143,0.3378
2915,51735,#VALUE!
2916,51740,0.1564
2917,51145,0.3690
2918,51147,0.6079
2919,51149,0.4773
2920,51153,0.0501
2921,51155,0.3012
2922,51750,0.2632
2923,51157,1.5385
2924,51159,7.5758
2925,51760,0.4768
2926,51161,0.0983
2927,51770,0.3132
2928,51163,#VALUE!
2929,51165,#VALUE!
2930,51167,0.7813
2931,51775,0.3049
2932,51169,0.9569
2933,51171,0.2415
2934,51173,0.6667
2935,51175,1.2270
2936,51177,0.0626
2937,51179,0.0555
2938,51790,0.3165
2939,51800,0.3617
2940,51181,3.2787
2941,51183,3.2967
2942,51185,0.4866
2943,51810,0.0488
2944,51187,0.2237
2945,51191,0.3670
2946,51820,0.3876
2947,51193,0.6211
2948,51830,#VALUE!
2949,51840,0.2825
2950,51195,0.9639
2951,51197,0.3584
2952,51199,#VALUE!
2953,53001,0.8969
2954,53003,#VALUE!
2955,53005,0.1718
2956,53007,0.4773
2957,53009,1.0720
2958,53011,0.0876
2959,53013,3.0303
2960,53015,0.3463
2961,53017,0.4376
2962,53019,6.7797
2963,53021,0.5213
2964,53023,5.8824
2965,53025,0.5420
2966,53027,0.7174
2967,53029,#VALUE!
2968,53031,1.9802
2969,53033,0.2481
2970,53035,0.3274
2971,53037,0.2950
2972,53039,1.0989
2973,53041,1.1321
2974,53043,#VALUE!
2975,53045,0.5319
2976,53047,2.4259
2977,53049,2.5157
2978,53051,1.8349
2979,53053,0.0890
2980,53055,0.8475
2981,53057,0.3734
2982,53059,0.9009
2983,53061,0.1203
2984,53063,0.2374
2985,53065,1.7544
2986,53067,0.1448
2987,53069,3.4483
2988,53071,0.4149
2989,53073,0.2720
2990,53075,0.1062
2991,53077,0.5755
2992,54001,1.5873
2993,54003,0.1447
2994,54005,1.2658
2995,54007,3.0534
2996,54009,1.2712
2997,54011,0.9600
2998,54013,3.1746
2999,54015,5.6818
3000,54017,3.7975
3001,54019,1.6018
3002,54021,5.1948
3003,54023,2.9703
3004,54025,1.2384
3005,54027,0.4386
3006,54029,1.0345
3007,54031,2.4194
3008,54033,0.5333
3009,54035,1.0989
3010,54037,0.4658
3011,54039,0.6283
3012,54041,2.5974
3013,54043,2.7650
3014,54045,1.4451
3015,54047,0.7407
3016,54049,0.3135
3017,54051,0.6757
3018,54053,2.9070
3019,54055,0.7429
3020,54057,0.6920
3021,54059,1.6736
3022,54061,0.2346
3023,54063,4.3860
3024,54065,1.8868
3025,54067,2.1368
3026,54069,0.2114
3027,54071,5.6604
3028,54073,3.0303
3029,54075,8.6957
3030,54077,1.4085
3031,54079,0.8251
3032,54081,0.4944
3033,54083,2.1277
3034,54085,1.1494
3035,54087,0.8065
3036,54089,0.7463
3037,54091,1.1696
3038,54093,5.0847
3039,54095,1.2500
3040,54097,1.5267
3041,54099,0.6803
3042,54101,5.4795
3043,54103,0.7092
3044,54105,1.7544
3045,54107,0.4310
3046,54109,1.4634
3047,55001,1.5504
3048,55003,1.3699
3049,55005,0.4963
3050,55007,1.8868
3051,55009,0.0955
3052,55011,#VALUE!
3053,55013,1.7857
3054,55015,0.7533
3055,55017,1.0920
3056,55019,0.9646
3057,55021,0.1712
3058,55023,0.7576
3059,55025,0.0652
3060,55027,#VALUE!
3061,55029,#VALUE!
3062,55031,0.2075
3063,55033,0.3284
3064,55035,0.1321
3065,55037,#VALUE!
3066,55039,#VALUE!
3067,55041,3.6585
3068,55043,0.1656
3069,55045,#VALUE!
3070,55047,0.6369
3071,55049,0.4292
3072,55051,2.5641
3073,55053,1.1765
3074,55055,#VALUE!
3075,55057,0.4608
3076,55059,0.1956
3077,55061,#VALUE!
3078,55063,0.0601
3079,55065,0.6579
3080,55067,1.2821
3081,55069,0.3891
3082,55071,0.1274
3083,55073,0.3470
3084,55075,0.2825
3085,55077,#VALUE!
3086,55078,2.0833
3087,55079,0.1432
3088,55081,0.6897
3089,55083,0.5882
3090,55085,0.6993
3091,55087,0.0458
3092,55089,#VALUE!
3093,55091,1.6393
3094,55093,0.3565
3095,55095,0.2632
3096,55097,0.1067
3097,55099,3.0612
3098,55101,0.0461
3099,55103,0.6711
3100,55105,0.2141
3101,55107,1.8349
3102,55109,0.1475
3103,55111,2.4194
3104,55113,0.2551
3105,55115,0.1641
3106,55117,0.1032
3107,55119,0.5747
3108,55121,0.3650
3109,55123,0.3831
3110,55125,2.1127
3111,55127,0.0818
3112,55129,1.6667
3113,55131,0.0727
3114,55133,0.0238
3115,55135,0.2155
3116,55137,0.5650
3117,55139,0.0474
3118,55141,0.1357
3119,56001,0.1451
3120,56003,1.7699
3121,56005,0.1592
3122,56007,0.6536
3123,56009,#VALUE!
3124,56011,1.5625
3125,56013,1.3636
3126,56015,0.8065
3127,56017,2.5641
3128,56019,1.3333
3129,56021,0.2545
3130,56023,#VALUE!
3131,56025,0.4921
3132,56027,3.0303
3133,56029,0.3425
3134,56031,1.3889
3135,56033,0.3021
3136,56035,2.0619
3137,56037,0.3559
3138,56039,#VALUE!
3139,56041,0.4098
3140,56043,1.3333
3141,56045,1.5385
